Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8
 Markus Lanz 20.04.2016,858,9,44,20.04.2016,070'13,23:46:21 - 00:56:34, 23:46:21 - 00:56:34 070'13 O-Ton Interview Markus LANZ mit den Studiogästen Andreas SPAETH (Luftfahrtjournalist),Andreas SPAETH,Luftfahrtjournalist,,,,,,,,,,,,,,
 Markus Lanz 21.04.2016,859,9,45,21.04.2016,074'57,23:19:26 - 00:34:23," 23:19:26 - 00:34:23 074'57 O-Ton Interview Markus LANZ mit den Studiogästen Leon SCHWARZBAUM (Auschwitz-Zeuge), Prof. Cornelius NESTLER (Rechtsanwalt), Sahra WAGENKNECHT (Politikerin), Jan FRODENO (Triathlet) ",Leon SCHWARZBAUM,Auschwitz-Zeuge,Cornelius NESTLER,Rechtsanwalt,Sahra WAGENKNECHT,Politikerin,Jan FRODENO,Triathlet,,,,,,,,
 Markus Lanz 26.04.2016,860,9,46,26.04.2016,075'18,23:03:14 - 00:18:32, 23:03:14 - 00:18:32 075'18 O-Ton Interview Markus LANZ mit den Studiogästen Daniel ETTER (Fotograf),Daniel ETTER,Fotograf,,,,,,,,,,,,,,
 Markus Lanz 27.04.2016,861,9,47,27.04.2016,071'01,23:48:30 - 00:59:31," 23:48:30 - 00:59:31 071'01 O-Ton Interview Markus LANZ mit den Studiogästen Dieter NUHR (Kabarettist), Anna KRAFT (Moderatorin, Sportjournalistin), Rainer ZOBEL (Ex-Fußballprofi, Fußballtrainer), Jorge GONZALEZ (Choreograf, Model), Thomas HAYO (Creative Director) und Matthias BRÜGELMANN (Sportjournalist) ",Dieter NUHR,Kabarettist,Anna KRAFT,"Moderatorin, Sportjournalistin",Rainer ZOBEL,"Ex-Fußballprofi, Fußballtrainer",Jorge GONZALEZ,"Choreograf, Model",Thomas HAYO,Creative Director,Matthias BRÜGELMANN,Sportjournalist,,,,
 Markus Lanz 28.04.2016,862,9,48,28.04.2016,075'31,23:19:48 - 00:35:19," 23:19:48 - 00:35:19 075'31 O-Ton Interview Markus LANZ mit den Studiogästen Rainer HANK (Journalist, Wirtschaftsexperte), HEINO (Sänger) und Hannelore KRAMM (Ehefrau von Heino), Sascha VOLLMER und Alec VÖLKEL (beide Musiker ""The Boss Hoss"") und Janis MCDAVID (Autor, wurde ohne Arme und Beine geboren) ",Rainer HANK,"Journalist, Wirtschaftsexperte",Hannelore KRAMM,Ehefrau von Heino,Sascha VOLLMER,"beide Musiker ""The Boss Hoss""",Alec VÖLKEL,"beide Musiker ""The Boss Hoss""",Janis MCDAVID,"Autor, wurde ohne Arme und Beine geboren",,,,,,
 Markus Lanz 03.05.2016,863,9,49,03.05.2016,076'49,23:18:42 - 00:35:31," 23:18:42 - 00:35:31 076'49 O-Ton Interview Markus LANZ mit den Studiogästen Dietmar HAMANN (ehem. Fußballprofi), Heiko WASSER (Sportjournalist), Laura WONTORRA (Sportreporterin), Monica LIERHAUS (Moderatorin), Waldemar HARTMANN (Sportreporter, Moderator) und Lars RIEDEL (ehem. Leichtathlet) ",Dietmar HAMANN,ehem. Fußballprofi,Heiko WASSER,Sportjournalist,Laura WONTORRA,Sportreporterin,Monica LIERHAUS,Moderatorin,Waldemar HARTMANN,"Sportreporter, Moderator",Lars RIEDEL,ehem. Leichtathlet,,,,
 Markus Lanz 04.05.2016,864,9,50,04.05.2016,075'28,23:13:58 - 00:29:26," 23:13:58 - 00:29:26 075'28 O-Ton Interview Markus LANZ mit den Studiogästen Tobias FENNEKER (Radiojournalist), Lydia BENECKE (Kriminalpsychologin), Melanie AMANN (Journalistin), Gunther EMMERLICH (Moderator), Siegfried SUCKUT (Politologe, Autor) ",Tobias FENNEKER,Radiojournalist,Lydia BENECKE,Kriminalpsychologin,Melanie AMANN,Journalistin,Gunther EMMERLICH,Moderator,Siegfried SUCKUT,"Politologe, Autor",,,,,,
 Markus Lanz 05.05.2016,865,9,51,05.05.2016,074'59,23:17:04 - 00:32:03," 23:17:04 - 00:32:03 074'59 O-Ton Interview Markus LANZ mit den Studiogästen Marcel METTELSIEFEN (Dokumentarfilmer, Fotojournalist, Kriegsberichterstatter), Joachim KROL (Schauspieler), Oliver PETSZOKAT (alias Oli.P, Sänger, Schauspieler), Jacqueline STRAUB (Theologiestudentin) und Andreas ENGLISCH (Autor, Journalist) ",Marcel METTELSIEFEN,"Dokumentarfilmer, Fotojournalist, Kriegsberichterstatter",Joachim KROL,Schauspieler,Oliver PETSZOKAT,"alias Oli.P, Sänger, Schauspieler",Jacqueline STRAUB,Theologiestudentin,Andreas ENGLISCH,"Autor, Journalist",,,,,,
 Markus Lanz 10.05.2016,866,9,52,10.05.2016,074'48,23:31:13 - 00:46:01," 23:31:13 - 00:46:01 074'48 O-Ton Interview Markus LANZ mit den Studiogästen Susanne NEUMANN (Gebäudereinigerin, Mitglied SPD), Ulrich KIENZLE (Journalist), Ilse KIENZLE (Lehrerin), Peter LOHMEYER (Schauspieler), Catherine SHEPHERD (Autorin) ",Susanne NEUMANN,"Gebäudereinigerin, Mitglied SPD",Ulrich KIENZLE,Journalist,Ilse KIENZLE,Lehrerin,Peter LOHMEYER,Schauspieler,Catherine SHEPHERD,Autorin,,,,,,
 Markus Lanz 11.05.2016,867,9,53,11.05.2016,074'49,23:17:46 - 00:32:35," 23:17:46 - 00:32:35 074'49 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Adolf GALLWITZ (Psychologe), Gisela FRIEDRICHSEN (Gerichtsreporterin), Petra JAHR (Mutter des 1992 ermordeten Stefan Jahr), Oliver JAHR (Journalist, Bruder von Stefan Jahr), Gerhard STARKE (Kriminalhauptkommissar) ",Adolf GALLWITZ,Psychologe,Gisela FRIEDRICHSEN,Gerichtsreporterin,Petra JAHR,Mutter des 1992 ermordeten Stefan Jahr,Oliver JAHR,"Journalist, Bruder von Stefan Jahr",Gerhard STARKE,Kriminalhauptkommissar,,,,,,
 Markus Lanz 12.05.2016,868,9,54,12.05.2016,074'35,23:20:46 - 00:35:21," 23:20:46 - 00:35:21 074'35 O-Ton Interview Markus LANZ mit den Studiogästen Armin LASCHET (Politiker), Stefan AUST (Journalist), Ann Sophie DÜRMEYER (Sängerin), Antoine LEIRIS (Autor), Fiona ERDMANN (Model) ",Armin LASCHET,Politiker,Stefan AUST,Journalist,Ann Sophie DÜRMEYER,Sängerin,Antoine LEIRIS,Autor,Fiona ERDMANN,Model,,,,,,
 Markus Lanz 17.05.2016,869,9,55,17.05.2016,075'48,23:14:28 - 00:30:16," 23:14:28 - 00:30:16 075'48 O-Ton Interview Markus LANZ mit den Studiogästen Peter URBAN (Kommentator Eurovision Song Contest (ESC)), Reiner CALMUND (ehem. Fußballmanager), Andrea KAISER (Moderatorin), Michael OPOCZYNSKI (Journalist), Jürgen SCHWANDT (ehem. Kapitän) ",Peter URBAN,ESC,Kommentator Eurovision Song C,ESC,Reiner CALMUND,ehem. Fußballmanager,Andrea KAISER,Moderatorin,Michael OPOCZYNSKI,Journalist,Jürgen SCHWANDT,ehem. Kapitän,,,,
 Markus Lanz 18.05.2016,870,9,56,18.05.2016,075'35,23:14:57 - 00:30:32," 23:14:57 - 00:30:32 075'35 O-Ton Interview Markus LANZ mit den Studiogästen Peter HAHNE (Journalist, Moderator), Frank LEHMANN (Wirtschaftsjournalist), Kim HNIZDO (Model), Tom WLASCHIHA (Schauspieler), Christine THÜRMER (Autorin) ",Peter HAHNE,"Journalist, Moderator",Frank LEHMANN,Wirtschaftsjournalist,Kim HNIZDO,Model,Tom WLASCHIHA,Schauspieler,Christine THÜRMER,Autorin,,,,,,
 Markus Lanz 19.05.2016,871,9,57,19.05.2016,075'26,23:18:03 - 00:33:29," 23:18:03 - 00:33:29 075'26 O-Ton Interview Markus LANZ mit den Studiogästen Dr. Theo WAIGEL (Politiker, CSU), Nina PETRI (Schauspielerin), Ingmar STADELMANN (Comedian), Hans MAHR (Journalist) und Dr. Alexander STEVENS (Rechtsanwalt) ",Theo WAIGEL,"Politiker, CSU",Nina PETRI,Schauspielerin,Ingmar STADELMANN,Comedian,Hans MAHR,Journalist,Alexander STEVENS,Rechtsanwalt,,,,,,
 Markus Lanz 24.05.2016,872,9,58,24.05.2016,073'54,23:35:29 - 00:49:23," 23:35:29 - 00:49:23 073'54 O-Ton Interview Markus LANZ mit den Studiogästen Werner SCHNEYDER (Kabarettist), Prof. Thomas KLICHE (Politologe, Psychologe), Jörg QUOOS (Journalist), Silke NAUN-BATES (Motivationstrainerin), Pascal BATES (Hotelfachmann), Dr. Johannes WIMMER (Arzt, Autor) ",Werner SCHNEYDER,Kabarettist,Thomas KLICHE,"Politologe, Psychologe",Jörg QUOOS,Journalist,Silke NAUN-BATES,Motivationstrainerin,Pascal BATES,Hotelfachmann,Johannes WIMMER,"Arzt, Autor",,,,
 Markus Lanz 25.05.2016,873,9,59,25.05.2016,075'35,23:14:25 - 00:30:00," 23:14:25 - 00:30:00 075'35 O-Ton Interview Markus LANZ mit den Studiogästen Andre SCHULZ (Kriminalhauptkommissar, Bundesvorsitzender beim Bund Deutscher Kriminalbeamter), Theo JOST (Einbruchsopfer, Gastronom), Angelo KELLY (Musiker), Laura TONKE (Schauspielerin), Tommy KRAPPWEIS (Komiker, Autor), Werner KRAPPWEIS (Rentner) ",Andre SCHULZ,"Kriminalhauptkommissar, Bundesvorsitzender beim Bund Deutscher Kriminalbeamter",Theo JOST,"Einbruchsopfer, Gastronom",Angelo KELLY,Musiker,Laura TONKE,Schauspielerin,Tommy KRAPPWEIS,"Komiker, Autor",Werner KRAPPWEIS,Rentner,,,,
 Markus Lanz 26.05.2016,874,9,60,26.05.2016,075'34,23:22:52 - 00:38:26," 23:22:52 - 00:38:26 075'34 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Adolf GALLWITZ (Polizei-Psychologe), Heike BORUFKA (Gerichtsreporterin), Max GIESINGER (Musiker), Elena CARRIERE (Model), Mathieu CARRIERE (Schauspieler), Gunther HOLTORF (Abenteurer) ",Adolf GALLWITZ,Polizei-Psychologe,Heike BORUFKA,Gerichtsreporterin,Max GIESINGER,Musiker,Elena CARRIERE,Model,Mathieu CARRIERE,Schauspieler,Gunther HOLTORF,Abenteurer,,,,
 Markus Lanz 31.05.2016,875,9,61,31.05.2016,075'12,22:46:26 - 00:01:38," 22:46:26 - 00:01:38 075'12 O-Ton Interview Markus LANZ mit den Studiogästen Tamme HANKEN (Tierchiropraktiker), Karlheinz LIERHEIMER (Landwirt), Hera LIND (Schriftstellerin), ZOLA (Krankenschwester), Elisa CHIRINO (ehemalige Turnerin) ",Tamme HANKEN,Tierchiropraktiker,Karlheinz LIERHEIMER,Landwirt,Hera LIND,Schriftstellerin,Elisa CHIRINO,ehemalige Turnerin,,,,,,,,
 Markus Lanz 01.06.2016,876,9,62,01.06.2016,075'03,23:16:41 - 00:31:44," 23:16:41 - 00:31:44 075'03 O-Ton Interview Markus LANZ mit den Studiogästen Patrick OWOMOYELA (ehem. Fußballprofi, Moderator), Wolfram EILENBERGER (Philosoph, Journalist), Rainer Maria SCHIEßLER (katholischer Pfarrer), Alfons SCHUHBECK (Koch, Freund von Schießler), Beatrice EGLI (Sängerin) und Carsten STORMER (Kriegsreporter) ",Patrick OWOMOYELA,"ehem. Fußballprofi, Moderator",Wolfram EILENBERGER,"Philosoph, Journalist",Rainer Maria SCHIEßLER,katholischer Pfarrer,Alfons SCHUHBECK,"Koch, Freund von Schießler",Beatrice EGLI,Sängerin,Carsten STORMER,Kriegsreporter,,,,
 Markus Lanz 02.06.2016,877,9,63,02.06.2016,075'26,23:31:41 - 00:47:07," 23:31:41 - 00:47:07 075'26 O-Ton Interview Markus LANZ mit den Studiogästen Dr. Peter TAUBER (Politiker), Wotan Wilke MÖHRING (Schauspieler), Serdar SOMUNCU (Kabarettist), Silvia FURTWÄNGLER (Hundezüchterin, Schlittenhundführerin) und Uwe RITZER (Journalist) ",Peter TAUBER,Politiker,Wotan Wilke MÖHRING,Schauspieler,Serdar SOMUNCU,Kabarettist,Silvia FURTWÄNGLER,"Hundezüchterin, Schlittenhundführerin",Uwe RITZER,Journalist,,,,,,
 Markus Lanz 07.06.2016,878,9,64,07.06.2016,075'13,23:11:41 - 00:26:54," 23:11:41 - 00:26:54 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Gunther TIERSCH (ZDF-Meteorologe), Volker LECHTENBRINK (Schauspieler) mit Gül LECHTENBRINK (Heilpraktikerin), Lena BRÖDER (Miss Germany 2016, Lehramtsreferendarin für katholische Religion), Florian KOLF (Journalist) ",Gunther TIERSCH,ZDF-Meteorologe,Volker LECHTENBRINK,Schauspieler,Gül LECHTENBRINK,Heilpraktikerin,Lena BRÖDER,"Miss Germany 2016, Lehramtsreferendarin für katholische Religion",Florian KOLF,Journalist,,,,,,
 Markus Lanz 08.06.2016,879,9,65,08.06.2016,075'28,23:18:21 - 00:33:49," 23:18:21 - 00:33:49 075'28 O-Ton Interview Markus LANZ mit den Studiogästen Claus KLEBER (Journalist, Moderator), Markus FELDENKIRCHEN (Journalist), Nadja ATWAL (Unternehmerin, Model), Rosi GOLLMANN (Entwicklungshelferin) und Victoria SWAROVSKI (Sängerin) ",Claus KLEBER,"Journalist, Moderator",Markus FELDENKIRCHEN,Journalist,Nadja ATWAL,"Unternehmerin, Model",Rosi GOLLMANN,Entwicklungshelferin,Victoria SWAROVSKI,Sängerin,,,,,,
 Markus Lanz 09.06.2016,880,9,66,09.06.2016,074'14,23:17:40 - 00:31:54," 23:17:40 - 00:31:54 074'14 O-Ton Interview Markus LANZ mit den Studiogästen Andreas SCHEUER (Politiker, CSU-Generalsekretär), Michael SPRENG (Journalist), Holger OSIECK (Ex-Fußballtrainer), DEENA (Sängerin) und Markus STOLL alias ""Harry G"" (Comedian) ",Andreas SCHEUER,"Politiker, CSU-Generalsekretär",Michael SPRENG,Journalist,Holger OSIECK,Ex-Fußballtrainer,Markus STOLL,Comedian,Harry G,Comedian,,,,,,
 Markus Lanz 14.06.2016,881,9,67,14.06.2016,074'18,23:32:21 - 00:46:39," 23:32:21 - 00:46:39 074'18 O-Ton Interview Markus LANZ mit den Studiogästen Hansi MÜLLER (ehem. Fußballprofi), Heribert FAßBENDER (Sportjournalist), Reiner CALMUND (ehem. Fußballmanager), Avelina BOATENG (Tänzerin), David ODONKOR (ehem. Fußballprofi) und Marcel REIF (Sportjournalist) ",Hansi MÜLLER,ehem. Fußballprofi,Heribert FAßBENDER,Sportjournalist,Reiner CALMUND,ehem. Fußballmanager,Avelina BOATENG,Tänzerin,David ODONKOR,ehem. Fußballprofi,Marcel REIF,Sportjournalist,,,,
 Markus Lanz 15.06.2016,882,9,68,15.06.2016,075'26,23:31:33 - 00:46:59," 23:31:33 - 00:46:59 075'26 O-Ton Interview Markus LANZ mit den Studiogästen Morten HARKET (Sänger ""a-ha""), Janni HÖNSCHEID (Surferin, Model), Stefan KUNTZ (Ex-Fußballprofi), Oliver POCHER (Comedian, Moderator), Olaf SUNDERMEYER (Journalist, Autor) und Heribert BRUCHHAGEN (Fußballfunktionär) ",Morten HARKET,"Sänger ""a-ha""",Janni HÖNSCHEID,"Surferin, Model",Stefan KUNTZ,Ex-Fußballprofi,Oliver POCHER,"Comedian, Moderator",Olaf SUNDERMEYER,"Journalist, Autor",Heribert BRUCHHAGEN,Fußballfunktionär,,,,
 Markus Lanz 16.06.2016,883,9,69,16.06.2016,071'39,23:46:14 - 00:57:53," 23:46:14 - 00:57:53 071'39 O-Ton Interview Markus LANZ mit den Studiogästen Stefan EFFENBERG (ehem. Fußballprofi), Waldemar HARTMANN (Moderator), Magdalena BRZESKA (Ex-Turnerin), Neven SUBOTIC (Fußballprofi) und Bernard DIETZ (ehem. Fußballprofi) ",Stefan EFFENBERG,ehem. Fußballprofi,Waldemar HARTMANN,Moderator,Magdalena BRZESKA,Ex-Turnerin,Neven SUBOTIC,Fußballprofi,Bernard DIETZ,ehem. Fußballprofi,,,,,,
 Markus Lanz 21.06.2016,884,9,70,21.06.2016,074'58,23:26:19 - 00:41:17," 23:26:19 - 00:41:17 074'58 O-Ton Interview Markus LANZ mit den Studiogästen Alex KRISTAN (Komiker, Parodist), Claudia NEUMANN (Sportreporterin), Simon ROLFES (ehem. Fußballprofi), Horst KÖPPEL (ehem. Fußballprofi), Fritz VON THURN UND TAXIS (Journalist), Jörg THADEUSZ (Moderator, Journalist) ",Alex KRISTAN,"Komiker, Parodist",Claudia NEUMANN,Sportreporterin,Simon ROLFES,ehem. Fußballprofi,Horst KÖPPEL,ehem. Fußballprofi,Fritz VON,Journalist,Jörg THADEUSZ,"Moderator, Journalist",,,,
 Markus Lanz 23.06.2016,885,9,71,23.06.2016,076'23,23:14:28 - 00:30:51," 23:14:28 - 00:30:51 076'23 O-Ton Interview Markus LANZ mit den Studiogästen Heiner BREMER (Journalist, Moderator), Tony PATERSON (Auslandskorrespondent) , Nikolaus DOLL (Wirtschaftsjournalist), Dietmar HAMANN (Ex-Fußballprofi), Prof. Randolf MENZEL (Zoologe, Neurobiologe) ",Heiner BREMER,"Journalist, Moderator",Tony PATERSON,Auslandskorrespondent,Nikolaus DOLL,Wirtschaftsjournalist,Dietmar HAMANN,Ex-Fußballprofi,Randolf MENZEL,"Zoologe, Neurobiologe",,,,,,
 Markus Lanz 28.06.2016,886,9,72,28.06.2016,075'39,23:14:44 - 00:30:23," 23:14:44 - 00:30:23 075'39 O-Ton Interview Markus LANZ mit den Studiogästen Jörg WONTORRA (Moderator), Mario BASLER (Ex-Fußballprofi), Rainer BONHOF (Ex-Fußballprofi), Prof. Ulrike GUEROT (Publizistin, Politikwissenschaftlerin), Christian SCHULTE-LOH (Komiker), Anitra EGGLER (Digital-Therapeutin) ",Jörg WONTORRA,Moderator,Mario BASLER,Ex-Fußballprofi,Rainer BONHOF,Ex-Fußballprofi,Ulrike GUEROT,"Publizistin, Politikwissenschaftlerin",Christian SCHULTE-LOH,Komiker,Anitra EGGLER,Digital-Therapeutin,,,,
 Markus Lanz 29.06.2016,887,9,73,29.06.2016,076'29,23:51:51 - 01:08:20," 23:51:51 - 01:08:20 076'29 O-Ton Interview Markus LANZ mit den Studiogästen Nicolas HENIN (Journalist), Thorsten LEGAT (ehem. Fußballprofi), Knut KIRCHER (ehemaliger Schiedsrichter), Prof. Max OTTE (Ökonom, Fondsmanager) und Rolf SEELMANN-EGGEBERT (Journalist) ",Nicolas HENIN,Journalist,Thorsten LEGAT,ehem. Fußballprofi,Knut KIRCHER,ehemaliger Schiedsrichter,Max OTTE,"Ökonom, Fondsmanager",Rolf SEELMANN-EGGEBERT,Journalist,,,,,,
 Markus Lanz 30.06.2016,888,9,74,30.06.2016,070'31,23:43:59 - 00:54:30," 23:43:59 - 00:54:30 070'31 O-Ton Interview Markus LANZ mit den Studiogästen Gisela FRIEDRICHSEN (Gerichtsreporterin), Sepp MAIER (ehem. Torhüter), Giovanni ZARRELLA (Sänger, Moderator), Vince EBERT (Physiker, Kabarettist), Kati VAN DER WEERD und Rike VAN DER WEERD (Tierheilpraktikerinnen) ",Gisela FRIEDRICHSEN,Gerichtsreporterin,Sepp MAIER,ehem. Torhüter,Giovanni ZARRELLA,"Sänger, Moderator",Vince EBERT,"Physiker, Kabarettist",Kati VAN,Tierheilpraktikerinnen,Rike VAN,Tierheilpraktikerinnen,,,,
 Markus Lanz 05.07.2016,889,9,75,05.07.2016,059'58,10:00:00 - 10:59:58," 10:00:00 - 10:59:58 059'58 O-Ton Interview Markus LANZ mit den Studiogästen Trond BLATTMANN (Vater von Torjus Blattmann, eines der Opfer des Anschlags von Utöya), Günther Maria HALMER (Schauspieler) und dessen Ehefrau Claudia HALMER und Florian WALBERG (ehem. Musiker, Unternehmer) ",Trond BLATTMANN,"Vater von Torjus Blattmann, eines der Opfer des Anschlags von Utöya",Günther Maria HALMER,Schauspieler,Ehefrau Claudia HALMER,"ehem. Musiker, Unternehmer",Florian WALBERG,"ehem. Musiker, Unternehmer",,,,,,,,
 Markus Lanz 06.07.2016,890,9,76,06.07.2016,074'46,10:00:00 - 11:14:46," 10:00:00 - 11:14:46 074'46 O-Ton Interview Markus LANZ mit den Studiogästen Dagmar BERGHOFF (Moderatorin), Eva-Maria LEMKE (Moderatorin), Jürgen BECKER (Kabarettist), Rita FALK (Autorin) und Rafael FUCHSGRUBER (Extremläufer) ",Dagmar BERGHOFF,Moderatorin,Maria LEMKE,Moderatorin,Jürgen BECKER,Kabarettist,Rita FALK,Autorin,Rafael FUCHSGRUBER,Extremläufer,,,,,,
 Markus Lanz 07.07.2016,891,9,77,07.07.2016,075'33,23:40:41 - 00:56:14," 23:40:41 - 00:56:14 075'33 O-Ton Interview Markus LANZ mit den Studiogästen Nathalie LICARD (Moderatorin), Sven VOSS (Moderator), Waldemar HARTMANN (Moderator), Andrea KAISER (Moderatorin) und Matze KNOP (Comedian, Parodist) ",Nathalie LICARD,Moderatorin,Sven VOSS,Moderator,Waldemar HARTMANN,Moderator,Andrea KAISER,Moderatorin,Matze KNOP,"Comedian, Parodist",,,,,,
 Markus Lanz 12.07.2016,892,9,78,12.07.2016,075'25,10:00:00 - 11:15:25," 10:00:00 - 11:15:25 075'25 O-Ton Interview Markus LANZ mit den Studiogästen Peter WOHLLEBEN (Förster, Autor), Susanne NEUMANN (Reinigungskraft), Hannes JAENICKE (Schauspieler, Umweltaktivist) und Lukas IRMLER (Extremsportler) ",Peter WOHLLEBEN,"Förster, Autor",Susanne NEUMANN,Reinigungskraft,Hannes JAENICKE,"Schauspieler, Umweltaktivist",Lukas IRMLER,Extremsportler,,,,,,,,
 Markus Lanz 13.07.2016,893,9,79,13.07.2016,060'16,10:00:00 - 11:00:16," 10:00:00 - 11:00:16 060'16 O-Ton Interview Markus LANZ mit den Studiogästen Thomas LENERZ (Bruder des Opfers), Wolfgang KAES (Journalist), Gudrun ROTH (Rechtsanwältin) und Axel PETERMANN (Profiler) ",Thomas LENERZ,Bruder des Opfers,Wolfgang KAES,Journalist,Gudrun ROTH,Rechtsanwältin,Axel PETERMANN,Profiler,,,,,,,,
 Markus Lanz 14.07.2016,894,9,80,14.07.2016,074'56,10:00:00 - 11:14:56," 10:00:00 - 11:14:56 074'56 O-Ton Interview Markus LANZ mit den Studiogästen Michael STICH (ehem. Tennisprofi), Claudia KOHDE-KILSCH (ehem. Tennisprofi), Ulli POTOFSKI (Moderator), Anna VON BOETTICHER (Apnoetaucherin) und Prof. Sarah DIEFENBACH (Professorin für Wirtschaftspsychologie) ",Michael STICH,ehem. Tennisprofi,Claudia KOHDE-KILSCH,ehem. Tennisprofi,Ulli POTOFSKI,Moderator,Anna VON,Apnoetaucherin,Sarah DIEFENBACH,Professorin für Wirtschaftspsychologie,,,,,,
 Markus Lanz 19.07.2016,895,9,81,19.07.2016,075'28,10:00:00 - 11:15:28," 10:00:00 - 11:15:28 075'28 O-Ton Interview Markus LANZ mit den Studiogästen Rick ASTLEY (Sänger), Thomas STEIN (Musikproduzent), Elli ERL (Sängerin), Axel BOSSE (Musiker) und Franziska MENKE (FRÄULEIN MENKE, Sängerin) ",Rick ASTLEY,Sänger,Thomas STEIN,Musikproduzent,Elli ERL,Sängerin,Axel BOSSE,Musiker,Franziska MENKE,"FRÄULEIN MENKE, Sängerin",,,,,,
 Markus Lanz 20.07.2016,896,9,82,20.07.2016,060'26,10:00:00 - 11:00:26," 10:00:00 - 11:00:26 060'26 O-Ton Interview Markus LANZ mit den Studiogästen Ann-Marlene HENNING (Sexologin), Lilo WANDERS (Moderatorin), Thilo MISCHKE (Journalist, Moderator) und Wolfram HUKE (Filmemacher) ",Marlene HENNING,Sexologin,Lilo WANDERS,Moderatorin,Thilo MISCHKE,"Journalist, Moderator",Wolfram HUKE,Filmemacher,,,,,,,,
 Markus Lanz 27.07.2016,898,9,84,27.07.2016,075'35,10:00:00 - 11:15:35," 10:00:00 - 11:15:35 075'35 O-Ton Interview Markus LANZ mit den Studiogästen Frank BUSEMANN (ehem. Leichtathlet), Gerd RUBENBAUER (Sportreporter), Dieter ADLER (Sportreporter), Vanessa LOW (Leichtathletin), Britta HEIDEMANN (Fechterin) und Ilija TROJANOW (Autor) ",Frank BUSEMANN,ehem. Leichtathlet,Gerd RUBENBAUER,Sportreporter,Dieter ADLER,Sportreporter,Vanessa LOW,Leichtathletin,Britta HEIDEMANN,Fechterin,Ilija TROJANOW,Autor,,,,
 Markus Lanz 23.08.2016,899,9,85,23.08.2016,075'38,22:45:18 - 00:00:56," 22:45:18 - 00:00:56 075'38 O-Ton Interview Markus LANZ mit den Studiogästen Andreas TOBA (Geräteturner), Margot KÄßMANN (Theologin, Autorin), Prof. Peter NEUMANN (Terrorismusexperte), Michael RÄBER (Flüchtlingshelfer) und Walter DOLD (Autor) ",Andreas TOBA,Geräteturner,Margot KÄßMANN,"Theologin, Autorin",Peter NEUMANN,Terrorismusexperte,Michael RÄBER,Flüchtlingshelfer,Walter DOLD,Autor,,,,,,
 Markus Lanz 24.08.2016,900,9,86,24.08.2016,075'29,23:29:23 - 00:44:52, 23:29:23 - 00:44:52 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Laura LUDWIG und Kira WALKENHORST (gewannen bei den Olympischen Sommerspielen 2016 die Goldmedaille im Beach-Volleyball),Laura LUDWIG,gewannen bei den Olympischen Sommerspielen 2016 die Goldmedaille im Beach-Volleyball,Kira WALKENHORST,gewannen bei den Olympischen Sommerspielen 2016 die Goldmedaille im Beach-Volleyball,,,,,,,,,,,,
 Markus Lanz 25.08.2016,901,9,87,25.08.2016,074'00,23:29:29 - 00:43:29," 23:29:29 - 00:43:29 074'00 O-Ton Interview Markus LANZ mit den Studiogästen Natascha KAMPUSCH (Autorin), Brigitta SIRNY (Mutter von Natascha Kampusch), Rudi CERNE (Moderator), Sebastian BRENDEL (Kanute, Olympiasieger) und Cigdem AKYOL (Journalistin, Autorin) ",Natascha KAMPUSCH,Autorin,Brigitta SIRNY,Mutter von Natascha Kampusch,Rudi CERNE,Moderator,Sebastian BRENDEL,"Kanute, Olympiasieger",Cigdem AKYOL,"Journalistin, Autorin",,,,,,
 Markus Lanz 30.08.2016,902,9,88,30.08.2016,075'13,22:45:24 - 00:00:37," 22:45:24 - 00:00:37 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Michael SPRENG (Journalist), Boris PALMER (OB Tübingen, Bündnis 90 / Die Grünen), Jochen BUSSE (Schauspieler, Kabarettist), Rainer SCHMIDT (Journalist) und Kira GRÜNBERG (ehem. Stabhochspringerin) ",Michael SPRENG,Journalist,Boris PALMER,"OB Tübingen, Bündnis 90 / Die Grünen",Jochen BUSSE,"Schauspieler, Kabarettist",Rainer SCHMIDT,Journalist,Kira GRÜNBERG,ehem. Stabhochspringerin,,,,,,
